Species,id,Super_class,Order,Family,Genus,IUCN_Red_List_Category,Common_length,Maximum_length,Vertical_Distribution,Littoral,Continental_shelf,Continental_slope,Open_ocean,Habitat_soft,Habitat_rocky,Habitat_posidonia,Minimum_depth_m,Maximum_depth_m,Migration,Reproduction,Sex.reversal,Semelparity,Diet_type_Larvae,Behavior,Diet_type_Adult,Trophic_level,Vulnerability,Origin,LRFI,RedList,CryptoBenthic,NI,GF,commercial_level,SHarK,DP,B,Fishbase_link,all_commercial_level,highly_commercial_only,SSTmin,SSTmax,SSTmean,SSTmedian,SSS10th,SSS20th,SSS30th,SSS40th,SSS60th,SSS70th,SSS80th,SSS90th,mode,max_depth,m.cluster_core,TopPred,crypto_Brandl
Scorpaenodes arenai,116,osteichthyen,Scorpaeniformes,Scorpaenidae,Scorpaenodes,DD,10,11,Benthic,1,0,0,0,1,0,0,20,50,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.6,NA,E,0,0,1,0,1,,0,0,1,http://fishbase.org/summary/Scorpaenodes-arenai.html,0,0,17.65099907,19.7859993,18.80995058,18.79000092,18.30019932,18.50900078,18.63699913,18.70400047,18.87719994,18.9944006,19.16600037,19.32500076,18.67000008,1.698970004,2,0,0
Scyliorhinus canicula,429,chondrichtyen,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,LC,65,100,Benthic,0,1,1,0,1,0,0,20,100,no,Oviparous,no,no,NA,Gregarious,Carnivorous,3.8,NA,U,1,0,0,0,1,,1,0,1,http://fishbase.org/summary/Scyliorhinus-canicula.html,0,0,5.577000141,30.43700027,16.58020688,16.40999985,9.956999779,10.49199963,11.34300041,13,19.11400032,19.91200066,21.37599945,26.29840012,10.33199978,2,2,0,0
Scyliorhinus stellaris,430,chondrichtyen,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,VU,110,190,Benthic,0,1,0,0,0,1,0,10,60,no,Oviparous,no,no,NA,Solitary,Carnivorous,4,NA,U,1,1,0,0,1,,1,0,1,http://fishbase.org/summary/Scyliorhinus-stellaris.html,0,0,5.890999794,30.43700027,17.52416248,18.46999931,10.36600018,11.05000019,12.55599976,14.67220001,19.34880066,20.13500023,21.74640007,27.27400017,10.39000034,1.77815125,2,1,0
Sebastapistes nuchalis,183,osteichthyen,Scorpaeniformes,Scorpaenidae,Sebastapistes,NA,7,10,Benthic,1,0,0,0,1,1,0,1,10,no,Ovoviviparous,no,no,no,NA,Carnivorous,3.8,NA,L,0,0,1,1,1,,0,0,1,http://fishbase.org/summary/Sebastapistes-nuchalis.html,0,0,18.53199959,32.25099945,26.73873315,27.13899994,23.82490063,25.2310009,26.02400017,26.7140007,27.68000031,28.10700035,28.57299995,29.06599998,27.86199951,1,11,0,0
Selene dorsalis,624,osteichthyen,Perciformes,Carangidae,Selene,LC,20,36,Demersal,1,0,0,0,1,0,0,10,100,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4.1,NA,A,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Selene-dorsalis.html,0,0,12.78299999,30.43700027,23.68139151,26.17099953,16.46899986,17.61380043,19.36720047,24.57580032,27.1371994,27.50399971,27.83759956,28.0340004,27.98600006,2,1,0,0
Seriola carpenteri,39,osteichthyen,Perciformes,Carangidae,Seriola,LC,45,55,Pelagic,1,1,0,0,0,0,0,1,200,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4.5,NA,A,1,0,0,1,3,,0,1,0,http://fishbase.org/summary/Seriola-carpenteri.html,0,0,17.91600037,30.43700027,25.47966925,26.49200058,20.71440048,21.66799927,25.16699982,26.22599983,27.27799988,27.62599945,27.90999985,28.06200027,27.95599937,2.301029996,5,0,0
Seriola dumerili,431,osteichthyen,Perciformes,Carangidae,Seriola,LC,100,190,Pelagic,0,0,0,1,0,0,0,20,70,Oceanodromous,Oviparous,no,no,Planktotrophic,Both,Carnivorous,4.5,NA,U,1,0,0,0,3,commercial,0,1,0,http://fishbase.org/summary/Seriola-dumerili.html,0,0,6.747000217,32.85599899,25.6710013,27.34000015,18.85400009,22.62899971,25.42300034,26.55699921,27.94300079,28.33099937,28.96899986,29.37800026,28.20199966,1.84509804,3,1,0
Seriola fasciata,40,osteichthyen,Perciformes,Carangidae,Seriola,LC,50,75,Demersal,1,0,0,0,0,0,0,20,70,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4.5,NA,A,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Seriola-fasciata.html,0,0,7.532999992,31.11100006,25.21107311,27.10000038,18.83160057,23.8628006,25.81800079,26.69599915,27.47400093,27.78199959,28.05420074,28.24099922,28.01199913,1.84509804,1,1,0
Seriola rivoliana,41,osteichthyen,Perciformes,Carangidae,Seriola,LC,80,120,Pelagic,0,0,0,1,0,0,0,30,70,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4.5,NA,A,1,0,0,1,3,,0,1,0,http://fishbase.org/summary/Seriola-rivoliana.html,0,0,5.643000126,32.47200012,25.50790292,27.10499954,18.80699921,22.10700035,24.97500038,26.31900024,27.79299927,28.23600006,28.75300026,29.32299995,27.87999916,1.84509804,5,1,0
Serranus atricauda,42,osteichthyen,Perciformes,Serranidae,Serranus,DD,20,30,Demersal,1,0,0,0,0,1,0,10,50,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,4.3,NA,A,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Serranus-atricauda.html,0,0,16.21500015,22.19400024,19.82186267,19.88999939,18.58219986,18.89820061,19.31399918,19.52799988,20.22560005,20.45999908,20.78879967,21.20999908,19.59000015,1.698970004,1,0,0
Serranus cabrilla,432,osteichthyen,Perciformes,Serranidae,Serranus,LC,27.5,40,Benthic,0,1,1,0,1,1,1,5,500,no,Oviparous,Hermaphrodite,no,Planktotrophic,Solitary,Carnivorous,3.4,NA,U,1,0,0,0,16,commercial,0,0,1,http://fishbase.org/summary/Serranus-cabrilla.html,0,0,9.828000069,30.49699974,19.9696495,19.66799927,13.65999985,15.93599987,18.33799934,19.09799957,20.47500038,21.58099937,23.62020073,26.96199989,19.1420002,2.698970004,34,0,0
Serranus hepatus,433,osteichthyen,Perciformes,Serranidae,Serranus,LC,12.5,25,Benthic,0,1,0,0,1,1,1,30,200,no,Oviparous,Hermaphrodite,no,Planktotrophic,Solitary,Carnivorous,3.5,NA,U,1,0,0,0,16,commercial,0,0,1,http://fishbase.org/summary/Serranus-hepatus.html,0,0,12.51200008,25.49600029,19.71607366,19.69000053,16.88999939,18.5359993,18.98900032,19.36700058,20.12000084,20.62599945,21.41200066,22.05599976,19.59000015,2.301029996,34,0,0
Serranus scriba,434,osteichthyen,Perciformes,Serranidae,Serranus,LC,27.5,36,Benthic,1,0,0,0,0,1,1,5,30,no,Oviparous,Hermaphrodite,no,Planktotrophic,Solitary,Carnivorous,3.8,NA,U,1,0,0,0,16,commercial,0,0,1,http://fishbase.org/summary/Serranus-scriba.html,0,0,-0.809000015,28.47200012,12.59714158,13.03600025,1.236999989,4.068399811,7.173599815,10.87699986,17.87199974,19.17099953,20.00699997,21.45979919,18.65999985,1.477121255,0,0,0
Siganus luridus,184,osteichthyen,Perciformes,Siganidae,Siganus,LC,20,25,Demersal,1,1,0,0,0,1,0,1,40,no,Oviparous,no,no,Planktotrophic,Both,Herbivorous,2,NA,L,1,0,0,1,0,,0,1,0,http://fishbase.org/summary/Siganus-luridus.html,0,0,15.86400032,30.95299911,24.52572574,26.28100014,18.94370041,20.04999924,21.70000076,24.98060074,26.93799973,27.32299995,27.85099983,28.2572998,27.86199951,1.602059991,0,0,0
Siganus rivulatus,185,osteichthyen,Perciformes,Siganidae,Siganus,LC,25,30,Demersal,1,1,0,0,0,1,1,1,60,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,2,NA,L,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Siganus-rivulatus.html,0,0,16.84300041,32.85599899,27.52305129,28.20499992,25.02599907,26.36100006,27.03800011,27.77599907,28.5359993,28.8579998,29.15800095,29.45100021,28.8579998,1.77815125,1,0,0
Silhouettea aegyptia,186,osteichthyen,Perciformes,Gobiidae,Silhouettea,LC,3.5,4.4,Benthic,1,0,0,0,1,0,0,1,5,no,Oviparous,no,no,NA,NA,Carnivorous,3.3,NA,L,0,0,1,1,1,,0,0,1,http://fishbase.org/summary/Silhouettea-aegyptia.html,0,0,22.18700027,30.49699974,27.42502683,27.53950024,25.33769932,26.05219955,26.59799957,26.99059944,27.91039963,28.70329952,29.05019951,29.49520073,28.72800064,0.698970004,2,0,1
Sillago sihama,187,osteichthyen,Perciformes,Sillaginidae,Sillago,LC,20,25,Demersal,1,0,0,0,1,0,0,1,20,Amphidromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.3,NA,L,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Sillago-sihama.html,0,0,15.90999985,32.85599899,27.75676642,28.59399986,25.11499977,26.54100037,27.50300026,28.17300034,28.97200012,29.24399948,29.4640007,29.83699989,29.35000038,1.301029996,0,0,0
Solea aegyptiaca,117,osteichthyen,Pleuronectiformes,Soleidae,Solea,LC,25,30,Benthic,1,0,0,0,1,0,0,1,50,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.2,NA,E,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Solea-aegyptiaca.html,0,0,21.71199989,23.44799995,22.42795627,22.41799927,22.14500046,22.25900078,22.30900002,22.36000061,22.48600006,22.5510006,22.61499977,22.71800041,22.3239994,1.698970004,2,0,0
Solea senegalensis,43,osteichthyen,Pleuronectiformes,Soleidae,Solea,DD,45,60,Demersal,1,0,0,0,1,0,0,12,65,no,Oviparous,no,no,Leicitotrophic,Solitary,Carnivorous,3.3,NA,A,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Solea-senegalensis.html,0,0,13.43200016,30.43700027,20.92674468,19.81100082,17.2616993,18.67200089,19.12700081,19.46259956,20.42739983,21.17729988,24.46220016,27.42610054,19.59000015,1.812913357,1,0,0
Solea solea,439,osteichthyen,Pleuronectiformes,Soleidae,Solea,DD,37.5,70,Benthic,0,1,0,0,1,0,0,1,80,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.2,NA,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Solea-solea.html,0,0,4.676000118,23.44799995,14.68060397,13.26000023,9.577599907,10.20400047,10.70899963,11.49699974,16.45400047,19.01600075,19.80699921,21.01399994,10.33199978,1.903089987,2,0,0
Somniosus rostratus,517,chondrichtyen,Squaliformes,Somniosidae,Somniosus,LC,100,140,Demersal,0,1,1,0,0,0,0,200,1000,no,Ovoviviparous,no,no,no,Solitary,Carnivorous,4.2,NA,U,1,0,0,0,2,,1,1,0,http://fishbase.org/summary/Somniosus-rostratus.html,0,0,6.420000076,22.15200043,14.42204174,14.03800011,8.493000031,9.501999855,11.3571003,12.46879997,15.94120007,18.31299973,19.18000031,20.1590004,20.16699982,3,1,1,0
Sorsogona prionota,188,osteichthyen,Scorpaeniformes,Platycephalidae,Sorsogona,LC,11,20,Demersal,1,0,0,0,1,0,0,1,100,no,NA,no,no,NA,NA,Carnivorous,3.7,NA,L,0,0,0,1,2,,0,1,0,http://fishbase.org/summary/Sorsogona-prionota.html,0,0,22.1060009,30.95299911,27.4467174,27.68400002,25.99129963,26.74099922,27.04100037,27.3010006,27.91399956,28.15999985,28.40099907,28.69400024,27.86199951,2,1,0,0
Sparisoma cretense,592,osteichthyen,Perciformes,Scaridae,Sparisoma,LC,30,50,Benthic,1,0,0,0,0,1,1,3,20,no,Oviparous,no,no,Planktotrophic,NA,Herbivorous,2.9,NA,U,1,0,0,0,0,,0,0,1,http://fishbase.org/summary/Sparisoma-cretense.html,0,0,14.86600018,32.85599899,26.5977752,28.22100067,19.7446003,21.9512001,26.67300034,27.55400085,28.81900024,29.09199905,29.32699966,29.61400032,29.04199982,1.301029996,0,0,0
Sparus aurata,440,osteichthyen,Perciformes,Sparidae,Sparus,LC,55,70,Demersal,1,0,0,0,1,1,1,10,30,no,Oviparous,Protandrous,no,Planktotrophic,Both,Omnivorous,3.7,NA,U,1,0,0,0,0,highly commercial,0,1,0,http://fishbase.org/summary/Sparus-aurata.html,1,1,6.640999794,28.15699959,17.52704569,18.24900055,11.49699974,13.78999996,15.64299965,17.31399918,18.93199921,19.5739994,20.37199974,21.6060009,18.51199913,1.477121255,0,0,0
Speleogobius trigloides,118,osteichthyen,Perciformes,Gobiidae,Speleogobius,LC,2.1,2.3,Benthic,1,0,0,0,0,1,0,8,30,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,3,NA,E,0,0,1,0,4,,0,0,1,http://fishbase.org/summary/Speleogobius-trigloides.html,0,0,17.73999977,20.00900078,19.35966366,19.4375,18.90059967,19.24520073,19.34600067,19.3939991,19.47259979,19.53370056,19.57799911,19.61300087,19.59000015,1.477121255,4,0,1
Sphoeroides cutaneus,441,osteichthyen,Tetraodontiformes,Tetraodontidae,Sphoeroides,NA,20,25,Demersal,0,1,0,0,1,1,0,20,200,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,4.2,NA,U,1,0,0,0,2,,0,1,0,https://www.fishbase.de/summary/Sphoeroides-pachygaster.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.301029996,1,0,0
Sphoeroides marmoratus,625,osteichthyen,Tetraodontiformes,Tetraodontidae,Sphoeroides,LC,10,20,Demersal,1,0,0,0,1,1,0,3,90,no,Oviparous,no,no,Planktotrophic,Solitary,Herbivorous,3.2,NA,A,0,0,0,1,0,,0,1,0,http://fishbase.org/summary/Sphoeroides-marmoratus.html,0,0,17.91600037,31.86700058,26.21071045,27.36899948,21.10720024,24.3390007,25.92399979,26.74500084,27.75099945,28.02099991,28.19799995,28.46100044,28.19599915,1.954242509,0,0,0
Sphoeroides pachygaster,44,osteichthyen,Tetraodontiformes,Tetraodontidae,Sphoeroides,LC,15,25,Demersal,0,1,1,0,1,1,0,20,200,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,4.2,NA,A,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Sphoeroides-pachygaster.html,0,0,3.717999935,32.15100098,23.9494078,26.29999924,16.16900063,19.33799934,22.31200027,25.10400009,27.13599968,27.87199974,28.29000092,29.03700066,28.00200081,2.301029996,1,0,0
Sphoeroides spengleri,45,osteichthyen,Tetraodontiformes,Tetraodontidae,Sphoeroides,LC,12,30,Benthic,1,1,0,0,1,1,1,2,70,no,Oviparous,no,no,Leicitotrophic,Solitary,Carnivorous,3.3,NA,A,1,0,0,1,1,,0,0,1,http://fishbase.org/summary/Sphoeroides-spengleri.html,0,0,15.26500034,31.86700058,26.59613884,27.5510006,22.94629955,24.96199989,26.63100052,27.23999977,27.8579998,28.04000092,28.20199966,28.38899994,28.23600006,1.84509804,2,0,0
Sphyraena chrysotaenia,189,osteichthyen,Perciformes,Sphyraenidae,Sphyraena,NA,30,40,Pelagic,0,1,1,1,0,0,0,1,20,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4,NA,L,1,0,0,1,3,,0,1,0,http://fishbase.org/summary/Sphyraena-chrysotaenia.html,0,0,18.62199974,32.15100098,27.45839876,28.11499977,24.91719971,26.54100037,27.14999962,27.75980034,28.41200066,28.73399925,29.03499985,29.28300095,29.06800079,1.301029996,7,0,0
Sphyraena flavicauda,190,osteichthyen,Perciformes,Sphyraenidae,Sphyraena,NA,35,60,Demersal,1,0,0,0,0,0,0,2,25,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.8,NA,L,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Sphyraena-flavicauda.html,0,0,15.90999985,32.77999878,27.79506706,28.53300095,25.38599968,26.78199959,27.53199959,28.13400078,28.88800049,29.1420002,29.36599922,29.69799995,29.24600029,1.397940009,1,0,0
Sphyraena sphyraena,442,osteichthyen,Perciformes,Sphyraenidae,Sphyraena,LC,70,165,Pelagic,1,0,0,0,0,0,0,5,40,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4,NA,U,1,0,0,0,3,commercial,0,1,0,http://fishbase.org/summary/Sphyraena-sphyraena.html,1,0,19.12400055,30.31299973,25.36167248,25.19400024,22.23000069,23.94300003,24.46280022,24.7621994,26.05259972,27.2083992,27.74399948,27.99099922,24.62199974,1.602059991,5,1,0
Sphyraena viridensis,119,osteichthyen,Perciformes,Sphyraenidae,Sphyraena,LC,100,165,Pelagic,0,0,0,1,0,0,0,5,30,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4.3,NA,E,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Sphyraena-viridensis.html,0,0,16.95400047,25.49600029,20.61485595,20.22299957,18.95599937,19.3220005,19.55699921,19.86100006,20.74300003,21.29100037,21.82999992,22.60899925,19.59000015,1.477121255,3,1,0
Sphyrna lewini,443,chondrichtyen,Carcharhiniformes,Sphyrnidae,Sphyrna,CR,360,430,Pelagic,0,0,0,1,0,0,0,1,500,Oceanodromous,Viviparous,no,no,no,Both,Carnivorous,4.1,NA,U,1,1,0,0,0,,1,1,0,http://fishbase.org/summary/Sphyrna-lewini.html,0,0,5.806000233,32.85599899,25.20514547,26.2840004,20.04999924,22.4279995,24.0510006,25.27700043,27.02700043,27.63999939,28.13999939,28.9260006,27.87800026,2.698970004,0,1,0
Sphyrna mokarran,46,chondrichtyen,Carcharhiniformes,Sphyrnidae,Sphyrna,CR,370,610,Pelagic,1,1,1,0,0,1,0,1,300,Oceanodromous,Viviparous,no,no,no,Solitary,Carnivorous,4.3,NA,A,1,1,0,1,9,,1,1,0,http://fishbase.org/summary/Sphyrna-mokarran.html,0,0,7.217000008,32.85599899,25.71864538,26.9279995,20.37100029,23.18600082,24.84700012,26.09900093,27.49799919,27.8939991,28.36000061,29.14900017,27.87800026,2.477121255,12,1,0
Sphyrna tudes,444,chondrichtyen,Carcharhiniformes,Sphyrnidae,Sphyrna,CR,NA,150,Pelagic,1,0,0,0,0,0,NA,1,12,no,Viviparous,no,no,no,NA,Carnivorous,3.6,NA,U,1,1,0,0,3,,1,1,0,http://fishbase.org/summary/Sphyrna-tudes.html,0,0,15.98900032,31.86700058,27.07958153,27.6420002,24.55599976,26.20279922,26.88899994,27.33200073,27.96299934,28.13299942,28.27700043,28.6779995,28.19599915,1.079181246,5,0,0
Sphyrna zygaena,445,chondrichtyen,Carcharhiniformes,Sphyrnidae,Sphyrna,VU,380,420,Pelagic,0,0,0,1,0,0,0,1,20,Oceanodromous,Viviparous,no,no,no,Gregarious,Carnivorous,4.9,NA,U,1,1,0,0,22,,1,1,0,http://fishbase.org/summary/Sphyrna-zygaena.html,0,0,5.795000076,32.77999878,23.80341294,25.13899994,16.99799919,19.76399994,21.82299995,23.61000061,26.27099991,27.17200089,27.8579998,28.56100082,27.87800026,1.301029996,25,1,0
Spicara flexuosa,446,osteichthyen,Perciformes,Centracanthidae,Spicara,NA,20,22,Demersal,1,0,0,0,1,0,0,5,50,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,NA,NA,U,1,0,0,0,2,commercial,0,1,0,https://www.fishbase.de/summary/Spicara-maena.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.698970004,1,0,0
Spicara maena,447,osteichthyen,Perciformes,Centracanthidae,Spicara,LC,21.5,26,Demersal,1,0,0,0,1,1,1,5,50,no,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Carnivorous,4.2,NA,U,1,0,0,0,6,commercial,0,1,0,http://fishbase.org/summary/Spicara-maena.html,0,0,13.35700035,23.44799995,19.6418404,19.55999947,17.91510086,18.64100075,18.99799919,19.31299973,19.88999939,20.29400063,21.25339966,21.85290051,19.57999992,1.698970004,8,0,0
Spicara smaris,448,osteichthyen,Perciformes,Centracanthidae,Spicara,LC,17.5,22,Pelagic,0,1,0,0,1,1,1,15,70,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3,NA,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Spicara-smaris.html,0,0,13.35700035,29.30200005,20.90812782,20.13400078,18.2859993,18.9659996,19.39500046,19.66759949,20.60899925,21.2329998,21.67900085,27.85700035,28.00200081,1.84509804,0,0,0
Spicara sp.,NA,osteichthyen,Perciformes,Centracanthidae,Spicara,LC,19.7,23.3,NA,NA,NA,0,0,1,NA,NA,8,57,no,Oviparous,NA,no,Planktotrophic,Gregarious,Carnivorous,3.6,NA,U,1,0,0,0,NA,commercial,0,1,0,,0,0,13.35700035,26.375,20.27498411,19.84700013,18.10055008,18.80350018,19.19649983,19.49029961,20.24949932,20.76350022,21.46620026,24.85495043,23.79100037,1.747679349,NA,0,0
Spondyliosoma cantharus,449,osteichthyen,Perciformes,Sparidae,Spondyliosoma,LC,37.5,70,Demersal,0,1,0,0,1,1,1,10,60,Oceanodromous,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Omnivorous,3.3,NA,U,1,0,0,0,21,commercial,0,1,0,http://fishbase.org/summary/Spondyliosoma-cantharus.html,1,0,5.702000141,28.68199921,16.24469789,16.91799927,10.29500008,10.92800045,12.50899982,14.42279987,18.95899963,19.58799934,20.36899948,21.60400009,10.28199959,1.77815125,24,0,0
Spratelloides delicatulus,191,osteichthyen,Clupeiformes,Clupeidae,Spratelloides,LC,6,7,Pelagic,1,0,0,0,0,0,0,1,20,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.1,NA,L,0,0,0,1,3,,0,1,0,http://fishbase.org/summary/Spratelloides-delicatulus.html,0,0,16.42000008,32.85599899,28.04324894,28.75,25.46699905,26.85400009,27.87400055,28.37639999,29.07600021,29.29800034,29.49399948,29.86499977,29.38400078,1.301029996,5,0,0
Sprattus sprattus,120,osteichthyen,Clupeiformes,Clupeidae,Sprattus,LC,12,18,Pelagic,1,1,0,1,0,0,0,5,50,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Omnivorous,3,NA,E,0,0,0,0,12,,0,1,0,http://fishbase.org/summary/Sprattus-sprattus.html,0,0,15.04500008,18.82799911,16.93948317,16.85899925,15.78900032,16.11320076,16.3538002,16.61340027,17.09259987,17.42799988,17.84260025,18.27199936,16.33099937,1.698970004,17,0,0
Squalus acanthias,518,chondrichtyen,Squaliformes,Squalidae,Squalus,VU,90,160,Demersal,0,1,1,0,1,0,0,10,200,Oceanodromous,Ovoviviparous,no,no,no,Solitary,Carnivorous,4.4,NA,U,1,1,0,0,25,,1,1,0,http://fishbase.org/summary/Squalus-acanthias.html,0,0,-0.721000016,32.15100098,15.73190248,16.1590004,4.093999863,7.15500021,9.505999565,12.07900047,18.93499947,21.54400063,25.59600067,27.54899979,27.86199951,2.301029996,0,1,0
Squalus blainville,519,chondrichtyen,Squaliformes,Squalidae,Squalus,DD,80,110,Demersal,0,1,1,0,0,0,0,15,700,no,Ovoviviparous,no,no,no,Gregarious,Carnivorous,4,NA,U,1,0,0,0,2,,1,1,0,http://fishbase.org/summary/Squalus-blainville.html,0,0,11.19099998,31.86700058,23.67258452,25.23200035,17.37199974,19.10960007,20.70400047,22.77020035,26.37899971,27.19300079,27.87140007,28.2859993,28.19599915,2.84509804,0,1,0
Squatina aculeata,450,chondrichtyen,Squatiniformes,Squatinidae,Squatina,CR,160,200,Benthic,0,1,1,0,1,0,0,30,500,no,Ovoviviparous,no,no,no,NA,Carnivorous,4,NA,U,1,1,0,0,1,,1,0,1,http://fishbase.org/summary/Squatina-aculeata.html,0,0,15.27799988,30.43700027,24.2012142,26.09350014,18.84590054,19.50799942,20.7616993,24.46800041,26.48740005,27.2670002,27.70299911,27.99399948,27.98600006,2.698970004,10,1,0
Squatina oculata,451,chondrichtyen,Squatiniformes,Squatinidae,Squatina,CR,150,200,Benthic,0,1,1,0,1,0,0,20,100,no,Ovoviviparous,no,no,no,NA,Piscivorous,4,NA,U,1,1,0,0,29,,1,0,1,http://fishbase.org/summary/Squatina-oculata.html,0,0,15.04500008,30.43700027,22.21943772,20.63299942,18.40099907,19.02599907,19.54199982,20.04299927,21.58699989,25.7840004,27.00900078,27.82799911,27.98600006,2,35,1,0
Squatina squatina,452,chondrichtyen,Squatiniformes,Squatinidae,Squatina,CR,190,250,Benthic,0,1,1,0,1,0,0,5,100,Oceanodromous,Ovoviviparous,no,no,no,NA,Carnivorous,4.1,NA,U,1,1,0,0,10,,1,0,1,http://fishbase.org/summary/Squatina-squatina.html,0,0,4.181000233,23.08600044,13.69690388,12.51299953,7.662000179,9.767000198,10.47999954,11.1420002,14.45100021,18.17499924,19.22800064,20.14599991,10.78800011,2,13,1,0
Stephanolepis diaspros,192,osteichthyen,Tetraodontiformes,Monacanthidae,Stephanolepis,LC,18,28,Demersal,1,0,0,0,0,1,1,1,60,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,2.8,NA,L,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Stephanolepis-diaspros.html,0,0,22.18700027,32.15100098,27.95942246,28.27099991,26.40299988,26.84000015,27.2823,27.77499962,28.56399918,28.8409996,29.0189991,29.19599915,29.00399971,1.77815125,1,0,0
Stomias boa boa,530,osteichthyen,Stomiiformes,Stomiidae,Stomias,NA,20,50,Pelagic,0,0,0,1,1,0,0,1000,4000,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,4,NA,U,1,0,0,0,0,,0,1,0,http://fishbase.org/summary/Stomias-boa+boa.html,0,0,-0.656000018,30.79500008,17.50363378,19.19199944,5.68599987,9.508999825,14.43200016,17.57639999,20.36599922,21.88999939,24.57600021,26.82999992,20.13199997,3.602059991,0,0,0
Stromateus fiatola,453,osteichthyen,Perciformes,Stromateidae,Stromateus,LC,45,55,Pelagic,0,0,0,1,0,0,0,10,70,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4,NA,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Stromateus-fiatola.html,0,0,13.59899998,30.49699974,22.40316875,21.24900055,18.55689926,19.18899918,19.61599922,20.21100044,21.90800095,25.48999977,27.07999992,27.93799973,21.69799995,1.84509804,3,0,0
Sudis hyalina,454,osteichthyen,Aulopiformes,Paralepididae,Sudis,DD,NA,100,Pelagic,0,0,0,1,0,0,0,200,2000,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,4.1,NA,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Sudis-hyalina.html,0,0,4.857999802,30.59499931,22.27007768,24.57799911,11.38300037,17.63100052,19.9538002,21.96800041,26.20899963,27.09799957,27.71199989,28.0720005,28.20800018,3.301029996,3,NA,0
Symbolophorus veranyi,554,osteichthyen,Myctophiformes,Myctophidae,Symbolophorus,LC,9,12,Pelagic,0,0,0,1,0,0,0,1,800,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.3,NA,U,0,0,0,0,3,,0,1,0,http://fishbase.org/summary/Symbolophorus-veranyi.html,0,0,1.924000025,25.87700081,13.97565099,13.81000042,5.853000164,8.413799667,10.78600025,12.06599998,16.99839973,18.8633007,19.5,20.43600082,19.24600029,2.903089987,3,0,0
Symphodus bailloni,455,osteichthyen,Perciformes,Labridae,Symphodus,LC,16.5,20,Demersal,1,0,0,0,0,1,1,1,50,no,Oviparous,Protogynous,no,Planktotrophic,NA,Carnivorous,3.3,NA,U,0,0,0,0,6,non commercial,0,1,0,http://fishbase.org/summary/Symphodus-bailloni.html,0,0,9.078000069,24.19499969,15.13911946,13.73999977,10.85599995,11.37899971,12.15600014,12.88179989,15.85819988,18.42280045,19.46500015,20.48080063,12.75500011,1.698970004,8,0,0
